rango_etario,victima_genero,agresor_genero,agresor_relacion_victima,violencia_tipo
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,OTRO NO CONVIVIENTE,SEXUAL
30-44,MASCULINO,,SIN DATO,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,SIN DATO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,OTRO CONVIVIENTE,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
18-29,MASCULINO,,SIN DATO,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
45-59,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
18-29,MASCULINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,SEXUAL
0-17,FEMENINO,,FAMILIAR INDIRECTO,SEXUAL
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
18-29,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
0-17,FEMENINO,,OTRO NO CONVIVIENTE,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,PSICOLÓGICA
45-59,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,PSICOLÓGICA
18-29,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR INDIRECTO,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR INDIRECTO,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,"ECONÓMICA, FÍSICA"
0-17,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,"ECONÓMICA, FÍSICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,SIN DATO,FÍSICA
30-44,MASCULINO,,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,OTRO CONVIVIENTE,FÍSICA
60+,FEMENINO,,OTRO CONVIVIENTE,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,OTRO CONVIVIENTE,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,MASCULINO,,OTRO NO CONVIVIENTE,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR DIRECTO,OTRA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
0-17,FEMENINO,,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA"
30-44,FEMENINO,,SIN DATO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
0-17,FEMENINO,,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA"
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,"ECONÓMICA, FÍSICA"
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
18-29,FEMENINO,,SIN DATO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"ECONÓMICA, SEXUAL"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,MASCULINO,,SIN DATO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,MASCULINO,,SIN DATO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,SIN DATO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,MASCULINO,,PAREJA/EX PAREJA,"ECONÓMICA, FÍSICA"
45-59,FEMENINO,,SIN DATO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
30-44,MASCULINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,PSICOLÓGICA
60+,FEMENINO,,OTRO CONVIVIENTE,ECONÓMICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,SEXUAL
30-44,FEMENINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,SIN DATO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, SEXUAL"
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, SEXUAL"
30-44,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
30-44,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
,Sin dato,,SIN DATO,NO ES UN CASO DE VIOLENCIA FAMILIAR
0-17,MASCULINO,,SIN DATO,PSICOLÓGICA
0-17,MASCULINO,,SIN DATO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,SIN DATO,PSICOLÓGICA
0-17,FEMENINO,,SIN DATO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,PSICOLÓGICA
0-17,FEMENINO,,SIN DATO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
45-59,FEMENINO,,OTRO NO CONVIVIENTE,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,"FÍSICA, SEXUAL"
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
45-59,FEMENINO,,SIN DATO,FÍSICA
0-17,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,OTRO NO CONVIVIENTE,SEXUAL
18-29,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,FÍSICA
45-59,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,OTRO CONVIVIENTE,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,"FÍSICA, SEXUAL"
30-44,FEMENINO,,SIN DATO,FÍSICA
,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
60+,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
,FEMENINO,,SIN DATO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
60+,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,OTRO NO CONVIVIENTE,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
60+,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
30-44,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,OTRO NO CONVIVIENTE,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,SEXUAL
60+,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,EXPLOTACIÓN COMERCIAL SEXUAL
18-29,FEMENINO,,SIN DATO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,"FÍSICA, SEXUAL"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,MASCULINO,,FAMILIAR INDIRECTO,"FÍSICA, SEXUAL"
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
45-59,FEMENINO,,SIN DATO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,FEMENINO,,PAREJA/EX PAREJA,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
18-29,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,SIN DATO,FÍSICA
18-29,MASCULINO,,OTRO CONVIVIENTE,PSICOLÓGICA
30-44,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
30-44,FEMENINO,,PAREJA/EX PAREJA,"FÍSICA, SEXUAL"
0-17,FEMENINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,FEMENINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,PSICOLÓGICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
18-29,FEMENINO,,SIN DATO,"ECONÓMICA, FÍSICA"
18-29,FEMENINO,,PAREJA/EX PAREJA,FÍSICA
0-17,MASCULINO,,FAMILIAR DIRECTO,FÍSICA
0-17,MASCULINO,,FAMILIAR INDIRECTO,PSICOLÓGICA
30-44,FEMENINO,,SIN DATO,FÍSICA
